"ID";"Latitude";"Insolacao";"Longitude";"Estado";"Cidade";"Estacao";"Verao";"AnoNasc";"Idade";"Sexo";"Coleta";"HO";"p01";"p02";"p03";"p04";"p05";"p06";"p07";"p08";"p09";"p10";"p11";"p12";"p13";"p14";"p15";"p16";"p17";"p18";"p19"
"3035";-19,81;291;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1970;37;"feminino";2006-07-01;43;"3";"4";"2";"2";"2";"1";"3";"2";"3";"3";"4";"2";"1";"2";"2";"1";"1";"3";"2"
"3036";-19,81;307;-43,95;"MG";"Belo Horizonte , MG";"inv";"Sim";1982;25;"feminino";2006-05-01;43;"3";"3";"1";"1";"3";"1";"2";"2";"2";"4";"4";"2";"1";"3";"3";"3";"2";"3";"0"
"3037";-19,81;307;-43,95;"MG";"Belo Horizonte, MG";"inv";"Sim";1982;25;"feminino";2006-05-01;43;"3";"3";"1";"1";"3";"1";"2";"2";"2";"4";"4";"2";"1";"3";"3";"3";"2";"3";"0"
"3038";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1967;40;"feminino";2006-08-01;69;"3";"3";"4";"4";"4";"3";"4";"4";"4";"3";"6";"3";"1";"4";"4";"4";"2";"3";"6"
"3039";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1967;40;"feminino";2006-08-01;69;"3";"3";"4";"4";"4";"3";"4";"4";"4";"3";"6";"3";"1";"4";"4";"4";"2";"3";"6"
"3040";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2005-08-01;63;"3";"4";"3";"3";"3";"4";"2";"2";"3";"4";"6";"3";"4";"4";"4";"2";"3";"2";"4"
"3041";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1974;33;"masculino";2005-08-01;32;"3";"2";"2";"1";"2";"2";"2";"2";"1";"1";"0";"2";"3";"1";"3";"2";"2";"1";"0"
"3042";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2005-08-01;46;"3";"3";"1";"2";"3";"1";"2";"2";"1";"3";"6";"2";"2";"2";"3";"3";"3";"2";"2"
"3043";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2005-08-01;53;"2";"3";"3";"3";"3";"1";"4";"2";"3";"2";"4";"2";"2";"3";"4";"4";"3";"3";"2"
"3044";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1978;29;"feminino";2006-08-01;33;"2";"3";"1";"2";"1";"2";"2";"2";"1";"2";"4";"2";"1";"1";"1";"3";"1";"2";"0"
"3045";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2005-08-01;63;"3";"4";"4";"2";"4";"4";"2";"2";"2";"5";"6";"2";"2";"3";"4";"4";"3";"3";"4"
"3046";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1983;24;"feminino";2006-08-01;54;"3";"3";"1";"3";"3";"3";"4";"4";"2";"3";"6";"0";"1";"3";"1";"4";"3";"3";"4"
"3047";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1987;20;"masculino";2006-08-01;27;"1";"1";"1";"2";"3";"1";"2";"2";"1";"3";"0";"2";"1";"1";"1";"1";"1";"3";"0"
"3048";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1983;24;"masculino";2006-08-01;65;"5";"3";"3";"4";"4";"1";"4";"1";"4";"5";"6";"3";"1";"2";"3";"3";"3";"4";"6"
"3049";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1978;29;"masculino";2006-08-01;49;"4";"2";"2";"2";"2";"1";"2";"2";"3";"3";"6";"2";"3";"2";"1";"3";"3";"4";"2"
"3050";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1972;35;"feminino";2006-08-01;48;"3";"3";"3";"3";"3";"1";"3";"2";"2";"3";"6";"2";"1";"2";"1";"2";"3";"3";"2"
"3051";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1962;45;"masculino";2006-08-01;64;"4";"3";"3";"4";"3";"1";"3";"2";"4";"3";"6";"2";"2";"4";"4";"4";"3";"5";"4"
"3052";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1981;26;"masculino";2006-08-01;45;"2";"2";"2";"2";"3";"1";"3";"2";"3";"3";"6";"3";"2";"3";"1";"1";"1";"3";"2"
"3053";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1977;30;"feminino";2005-08-01;48;"2";"3";"1";"2";"2";"2";"3";"2";"1";"3";"6";"3";"1";"3";"1";"4";"3";"4";"2"
"3054";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1974;33;"feminino";2005-08-01;34;"2";"2";"2";"1";"1";"1";"1";"2";"1";"2";"4";"3";"1";"1";"3";"3";"2";"2";"0"
"3055";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1983;24;"masculino";2006-08-01;50;"3";"3";"3";"3";"2";"2";"3";"2";"2";"3";"0";"2";"2";"4";"4";"4";"1";"3";"4"
"3056";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1974;33;"feminino";2006-08-01;34;"3";"3";"1";"1";"3";"3";"2";"2";"2";"1";"2";"0";"1";"1";"4";"1";"1";"3";"0"
"3057";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1978;29;"feminino";2006-08-01;55;"5";"3";"1";"3";"2";"3";"2";"4";"4";"2";"6";"0";"1";"2";"1";"4";"3";"3";"6"
"3058";-19,81;335;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1974;33;"feminino";2006-08-01;34;"3";"3";"1";"1";"3";"3";"2";"2";"2";"1";"2";"0";"1";"1";"4";"1";"1";"3";"0"
"3059";-19,81;335;-43,95;"MG";"Belo Horizonte , MG";"out";"Sim";1986;21;"masculino";2006-08-01;51;"3";"3";"2";"2";"3";"3";"3";"4";"1";"3";"6";"0";"1";"2";"4";"3";"1";"3";"4"
"3060";-19,81;361;-43,95;"MG";"Belo Horizonte , MG";"inv";"Sim";1988;19;"masculino";2006-04-01;40;"2";"3";"2";"2";"2";"1";"3";"1";"1";"4";"4";"3";"1";"3";"2";"2";"1";"3";"0"
"3061";-19,81;361;-43,95;"MG";"Belo Horizonte, MG";"inv";"Sim";1986;21;"masculino";2005-04-01;45;"4";"3";"2";"2";"1";"3";"2";"1";"3";"1";"6";"0";"1";"1";"4";"3";"3";"1";"4"
"3062";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1970;37;"feminino";2006-09-01;33;"1";"3";"3";"1";"1";"1";"1";"3";"1";"2";"2";"3";"1";"2";"2";"2";"1";"3";"0"
"3063";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1984;23;"feminino";2006-09-01;39;"3";"2";"4";"3";"2";"1";"3";"2";"3";"1";"0";"2";"1";"4";"1";"1";"3";"3";"0"
"3064";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1983;24;"masculino";2006-09-01;44;"4";"3";"1";"2";"4";"3";"3";"2";"3";"1";"2";"0";"1";"3";"4";"2";"1";"3";"2"
"3065";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1980;27;"feminino";2006-09-01;38;"1";"4";"2";"1";"3";"1";"1";"1";"2";"3";"4";"3";"1";"1";"3";"3";"1";"3";"0"
"3066";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1978;29;"feminino";2006-09-01;23;"1";"1";"1";"2";"3";"1";"1";"1";"1";"2";"2";"0";"1";"1";"1";"1";"1";"2";"0"
"3067";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1978;29;"feminino";2006-09-01;45;"1";"3";"1";"4";"3";"4";"3";"3";"1";"2";"6";"0";"1";"1";"4";"3";"3";"2";"0"
"3068";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1977;30;"feminino";2006-09-01;54;"2";"5";"1";"1";"2";"4";"1";"3";"2";"5";"6";"5";"1";"3";"3";"4";"3";"1";"2"
"3069";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1956;51;"feminino";2006-09-01;48;"3";"3";"3";"3";"4";"2";"3";"4";"1";"3";"4";"2";"2";"3";"1";"2";"1";"2";"2"
"3070";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1951;56;"feminino";2006-09-01;58;"4";"3";"1";"3";"2";"4";"3";"3";"4";"3";"2";"2";"2";"2";"4";"4";"3";"3";"6"
"3071";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1942;65;"feminino";2006-09-01;61;"4";"3";"3";"3";"4";"4";"3";"2";"3";"5";"6";"0";"2";"2";"4";"4";"3";"4";"2"
"3072";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1985;22;"masculino";2006-09-01;45;"3";"3";"1";"2";"3";"3";"2";"2";"1";"3";"4";"0";"3";"1";"4";"2";"3";"3";"2"
"3073";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1984;23;"masculino";2006-09-01;63;"3";"3";"4";"3";"2";"3";"2";"3";"4";"4";"6";"5";"1";"2";"4";"4";"3";"3";"4"
"3074";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1982;25;"feminino";2006-09-01;55;"3";"3";"4";"3";"2";"4";"4";"3";"1";"3";"4";"2";"3";"3";"2";"3";"3";"3";"2"
"3075";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1980;27;"masculino";2006-09-01;29;"2";"2";"3";"1";"1";"1";"1";"2";"1";"3";"0";"2";"1";"1";"3";"1";"2";"2";"0"
"3076";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1979;28;"feminino";2006-09-01;46;"1";"2";"3";"3";"2";"4";"3";"2";"2";"4";"0";"3";"1";"3";"1";"4";"3";"3";"2"
"3077";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1979;28;"feminino";2006-09-01;51;"3";"3";"4";"2";"2";"1";"2";"2";"4";"4";"6";"0";"3";"3";"1";"3";"1";"3";"4"
"3078";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1978;29;"feminino";2006-09-01;60;"3";"3";"2";"2";"4";"4";"3";"2";"1";"4";"6";"3";"1";"3";"4";"4";"3";"4";"4"
"3079";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1977;30;"feminino";2006-09-01;55;"3";"3";"2";"3";"3";"4";"4";"2";"2";"4";"6";"2";"1";"3";"1";"3";"3";"4";"2"
"3080";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1976;31;"masculino";2006-09-01;41;"2";"3";"2";"3";"3";"1";"1";"3";"2";"3";"4";"2";"1";"1";"4";"1";"2";"3";"0"
"3081";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2006-09-01;40;"3";"3";"1";"1";"1";"1";"1";"3";"2";"3";"2";"3";"1";"2";"1";"3";"2";"3";"4"
"3082";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1974;33;"masculino";2006-09-01;58;"4";"3";"3";"2";"3";"2";"3";"1";"4";"3";"6";"2";"3";"4";"4";"3";"2";"4";"2"
"3083";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1973;34;"feminino";2006-09-01;45;"3";"3";"2";"3";"4";"4";"4";"2";"1";"3";"0";"3";"2";"1";"1";"3";"2";"2";"2"
"3084";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1971;36;"masculino";2006-09-01;65;"5";"3";"4";"4";"3";"1";"3";"3";"3";"4";"6";"3";"3";"2";"4";"3";"3";"2";"6"
"3085";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1970;37;"feminino";2006-09-01;54;"3";"3";"1";"2";"1";"4";"2";"2";"2";"5";"4";"5";"1";"2";"3";"3";"3";"4";"4"
"3086";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1967;40;"feminino";2006-09-01;28;"2";"2";"1";"1";"3";"3";"3";"2";"1";"2";"0";"0";"1";"2";"1";"1";"1";"2";"0"
"3087";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1967;40;"masculino";2006-09-01;54;"5";"3";"4";"3";"3";"1";"2";"3";"4";"3";"2";"3";"3";"1";"1";"2";"3";"4";"4"
"3088";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1965;42;"feminino";2006-09-01;55;"3";"4";"4";"2";"2";"3";"2";"2";"1";"5";"2";"5";"1";"3";"3";"4";"2";"3";"4"
"3089";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1964;43;"feminino";2006-09-01;66;"3";"3";"3";"4";"3";"2";"3";"4";"4";"3";"6";"3";"2";"3";"4";"4";"3";"5";"4"
"3090";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1959;48;"feminino";2006-09-01;64;"4";"3";"4";"4";"3";"2";"4";"3";"4";"3";"6";"2";"3";"2";"4";"3";"3";"3";"4"
"3091";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1957;50;"feminino";2006-09-01;NA;"5";"5";"4";"4";"4";"3";"2";"2";"1";"4";NA;"3";"3";"3";"4";"4";"3";"2";"2"
"3092";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1981;26;"feminino";2006-09-01;38;"2";"2";"2";"2";"2";"3";"2";"2";"1";"2";"2";"2";"1";"2";"2";"4";"1";"2";"2"
"3093";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1981;26;"feminino";2006-09-01;54;"3";"3";"2";"3";"1";"3";"2";"2";"2";"3";"6";"5";"2";"3";"2";"4";"3";"3";"2"
"3094";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1980;27;"feminino";2006-09-01;53;"4";"1";"4";"1";"3";"1";"1";"3";"4";"3";"6";"0";"2";"3";"4";"4";"3";"4";"2"
"3095";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1974;33;"feminino";2006-09-01;50;"3";"3";"3";"1";"3";"3";"2";"3";"4";"2";"2";"2";"2";"3";"4";"4";"1";"3";"2"
"3096";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1968;39;"feminino";2006-09-01;28;"2";"2";"1";"1";"1";"2";"2";"1";"1";"3";"0";"2";"2";"2";"1";"2";"1";"2";"0"
"3097";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1967;40;"masculino";2006-09-01;58;"5";"4";"2";"3";"3";"1";"2";"4";"2";"5";"2";"2";"3";"2";"2";"3";"3";"4";"6"
"3098";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1965;42;"feminino";2006-09-01;73;"3";"4";"3";"4";"4";"4";"3";"4";"4";"4";"6";"3";"3";"3";"4";"4";"3";"4";"6"
"3099";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1959;48;"feminino";2006-09-01;50;"3";"5";"4";"2";"2";"4";"1";"3";"3";"2";"2";"2";"3";"2";"4";"2";"1";"3";"2"
"3100";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1952;55;"feminino";2006-09-01;42;"5";"1";"2";"4";"4";"1";"3";"1";"4";"1";"0";"0";"4";"1";"4";"2";"1";"2";"2"
"3101";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1952;55;"feminino";2006-09-01;52;"3";"3";"2";"2";"2";"3";"2";"2";"2";"3";"6";"3";"2";"3";"4";"4";"1";"3";"2"
"3102";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1952;55;"masculino";2006-09-01;54;"3";"2";"4";"2";"3";"4";"2";"3";"3";"2";"4";"0";"3";"2";"4";"4";"3";"4";"2"
"3103";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1949;58;"masculino";2006-09-01;27;"1";"1";"1";"1";"1";"4";"2";"1";"1";"2";"2";"3";"1";"1";"1";"1";"1";"2";"0"
"3104";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1949;58;"feminino";2006-09-01;32;"2";"1";"3";"3";"3";"1";"3";"2";"1";"1";"0";"2";"1";"1";"2";"2";"1";"1";"2"
"3105";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1988;19;"masculino";2006-09-01;45;"2";"4";"2";"3";"3";"2";"3";"1";"2";"3";"4";"2";"1";"1";"3";"3";"3";"3";"0"
"3106";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2006-09-01;65;"4";"3";"3";"3";"3";"3";"3";"3";"1";"4";"6";"2";"3";"4";"4";"4";"2";"4";"6"
"3107";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1971;36;"feminino";2006-09-01;50;"4";"4";"1";"2";"3";"3";"2";"2";"2";"4";"2";"3";"2";"1";"2";"3";"3";"3";"4"
"3108";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1971;36;"feminino";2006-09-01;57;"3";"3";"2";"3";"1";"4";"3";"2";"3";"3";"6";"2";"3";"2";"4";"4";"3";"4";"2"
"3109";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1960;47;"masculino";2006-09-01;41;"3";"2";"2";"3";"2";"1";"3";"2";"2";"2";"4";"0";"2";"1";"4";"2";"1";"3";"2"
"3110";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1959;48;"feminino";2006-09-01;57;"4";"2";"4";"4";"3";"4";"4";"2";"2";"2";"6";"0";"3";"2";"4";"3";"3";"3";"2"
"3111";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1956;51;"feminino";2006-09-01;26;"3";"2";"2";"1";"1";"1";"1";"2";"1";"1";"0";"2";"1";"1";"1";"1";"1";"2";"2"
"3112";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"feminino";2006-09-01;36;"1";"4";"3";"2";"2";"3";"2";"3";"2";"3";"2";"0";"1";"1";"2";"1";"1";"3";"0"
"3113";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1983;24;"feminino";2006-09-01;42;"2";"3";"3";"3";"3";"4";"3";"2";"1";"3";"4";"0";"3";"3";"1";"1";"1";"2";"0"
"3114";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1981;26;"feminino";2006-09-01;41;"3";"3";"1";"1";"3";"1";"1";"1";"3";"3";"6";"0";"1";"3";"4";"1";"3";"3";"0"
"3115";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1980;27;"feminino";2006-09-01;61;"1";"3";"2";"3";"2";"4";"2";"4";"4";"3";"6";"3";"1";"2";"4";"4";"3";"4";"6"
"3116";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1978;29;"feminino";2006-09-01;43;"3";"3";"3";"3";"1";"1";"1";"2";"1";"3";"4";"2";"2";"1";"1";"4";"1";"3";"4"
"3117";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1975;32;"feminino";2006-09-01;35;"2";"3";"1";"1";"1";"1";"2";"4";"2";"3";"4";"2";"3";"1";"1";"1";"1";"2";"0"
"3118";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1974;33;"feminino";2006-09-01;50;"2";"3";"2";"2";"3";"2";"2";"2";"1";"4";"6";"3";"3";"3";"1";"4";"2";"3";"2"
"3119";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1971;36;"feminino";2006-09-01;43;"2";"3";"1";"1";"2";"1";"1";"3";"2";"3";"4";"5";"1";"3";"2";"3";"1";"3";"2"
"3120";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1967;40;"feminino";2006-09-01;34;"1";"3";"3";"2";"2";"1";"1";"2";"2";"3";"0";"3";"1";"2";"1";"2";"2";"3";"0"
"3121";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1965;42;"masculino";2006-09-01;44;"2";"3";"1";"2";"2";"1";"1";"4";"2";"5";"2";"3";"1";"3";"2";"2";"3";"3";"2"
"3122";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1964;43;"feminino";2006-09-01;46;"1";"3";"4";"2";"2";"2";"3";"4";"2";"1";"6";"3";"2";"2";"2";"2";"1";"2";"2"
"3123";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1964;43;"feminino";2006-09-01;65;"5";"3";"3";"3";"4";"4";"4";"2";"4";"2";"6";"0";"2";"4";"4";"3";"3";"5";"4"
"3124";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1952;55;"feminino";2006-09-01;33;"2";"3";"1";"1";"1";"3";"1";"4";"1";"3";"2";"0";"1";"2";"1";"3";"1";"3";"0"
"3125";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1942;65;"masculino";2006-09-01;36;"2";"3";"1";"2";"2";"2";"1";"3";"1";"3";"2";"0";"1";"3";"2";"4";"1";"3";"0"
"3126";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1976;31;"feminino";2006-09-01;63;"3";"4";"3";"3";"4";"3";"4";"4";"3";"3";"2";"3";"3";"1";"4";"3";"3";"4";"6"
"3127";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1984;23;"feminino";2006-09-01;37;"2";"2";"2";"1";"3";"1";"2";"2";"1";"3";"4";"2";"1";"3";"2";"1";"2";"3";"0"
"3128";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1979;28;"masculino";2006-09-01;42;"2";"3";"4";"2";"2";"3";"3";"1";"2";"3";"6";"3";"1";"1";"1";"1";"1";"3";"0"
"3129";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1968;39;"feminino";2006-09-01;38;"2";"2";"3";"2";"2";"1";"3";"1";"1";"3";"0";"2";"2";"2";"3";"3";"2";"2";"2"
"3130";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1962;45;"feminino";2006-09-01;58;"4";"4";"2";"3";"3";"3";"2";"2";"1";"4";"6";"5";"1";"1";"2";"3";"3";"3";"6"
"3131";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1982;25;"feminino";2006-09-01;44;"3";"3";"1";"1";"2";"1";"2";"3";"1";"3";"4";"5";"1";"3";"1";"4";"1";"3";"2"
"3132";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"masculino";2006-09-01;34;"1";"2";"1";"2";"4";"1";"4";"4";"2";"2";"0";"2";"1";"3";"1";"1";"1";"2";"0"
"3133";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1985;22;"feminino";2006-09-01;26;"2";"3";"1";"1";"1";"1";"1";"3";"1";"2";"0";"0";"1";"1";"1";"2";"3";"2";"0"
"3134";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1985;22;"feminino";2006-09-01;38;"4";"2";"4";"2";"1";"2";"1";"4";"1";"1";"0";"0";"4";"4";"1";"1";"1";"3";"2"
"3135";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1981;26;"masculino";2006-09-01;59;"3";"4";"2";"4";"3";"3";"3";"1";"4";"4";"6";"3";"1";"1";"4";"3";"3";"3";"4"
"3136";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1980;27;"masculino";2006-09-01;40;"2";"1";"2";"2";"3";"3";"3";"2";"1";"4";"6";"0";"1";"1";"2";"3";"1";"3";"0"
"3137";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1964;43;"masculino";2006-09-01;62;"5";"5";"2";"4";"4";"3";"4";"3";"1";"3";"6";"5";"2";"1";"1";"1";"3";"5";"4"
"3138";-19,81;392;-43,17;"MG";"Joao Monlevade, MG";"out";"Sim";1958;49;"feminino";2006-09-01;33;"3";"2";"3";"2";"2";"2";"2";"3";"1";"2";"0";"0";"2";"1";"1";"1";"1";"3";"2"
"3139";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"feminino";2006-09-01;43;"3";"1";"1";"2";"2";"3";"2";"1";"2";"2";"4";"2";"1";"3";"4";"2";"3";"3";"2"
"3140";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"masculino";2006-09-01;60;"4";"3";"1";"3";"4";"3";"4";"2";"4";"4";"6";"0";"1";"2";"4";"3";"3";"5";"4"
"3141";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1989;18;"feminino";2006-09-01;35;"2";"4";"2";"2";"1";"1";"1";"2";"2";"4";"0";"2";"1";"1";"1";"2";"2";"3";"2"
"3142";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1988;19;"feminino";2006-09-01;32;"2";"3";"1";"1";"2";"1";"1";"2";"1";"3";"4";"2";"1";"3";"1";"1";"2";"1";"0"
"3143";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1988;19;"masculino";2006-09-01;34;"2";"2";"1";"2";"2";"1";"3";"2";"2";"3";"2";"2";"1";"2";"1";"2";"1";"3";"0"
"3144";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1988;19;"feminino";2006-09-01;36;"1";"2";"1";"2";"2";"4";"3";"2";"2";"3";"2";"0";"1";"2";"1";"3";"2";"3";"0"
"3145";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1988;19;"masculino";2006-09-01;44;"2";"4";"2";"3";"2";"1";"2";"2";"2";"3";"2";"3";"3";"2";"2";"2";"2";"3";"2"
"3146";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"feminino";2006-09-01;37;"1";"1";"2";"3";"3";"3";"3";"2";"2";"2";"2";"3";"1";"1";"1";"2";"1";"2";"2"
"3147";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"feminino";2006-09-01;46;"3";"2";"3";"3";"2";"3";"2";"3";"3";"3";"4";"0";"4";"1";"1";"2";"3";"2";"2"
"3148";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1987;20;"feminino";2006-09-01;49;"3";"3";"3";"3";"2";"4";"2";"2";"3";"3";"2";"2";"3";"2";"2";"4";"1";"3";"2"
"3149";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1986;21;"masculino";2006-09-01;40;"3";"3";"1";"2";"4";"1";"2";"2";"1";"3";"4";"2";"1";"3";"1";"2";"1";"2";"2"
"3150";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1985;22;"feminino";2006-09-01;44;"3";"3";"3";"2";"2";"1";"1";"2";"1";"2";"6";"2";"1";"4";"1";"4";"1";"3";"2"
"3151";-19,81;392;-43,95;"MG";"Belo Horizonte, MG";"out";"Sim";1985;22;"feminino";2006-09-01;45;"1";"3";"1";"2";"3";"3";"3";"2";"2";"3";"6";"0";"1";"1";"2";"3";"3";"4";"2"
